STATION CODE,LOCATIONS,STATE,TEMPERATURE in degree Centigrade] - Min,TEMPERATURE in degree Centigrade] - Max,TEMPERATURE in degree Centigrade] - Mean,D.O. (mg/l) [> 4 mg/l] - Min,D.O. (mg/l) [> 4 mg/l] - Max,D.O. (mg/l) [> 4 mg/l] - Mean,pH [6.5-8.5] - Min,pH [6.5-8.5] - Max,pH [6.5-8.5] - Mean,CONDUCTIVITY (µmhos/cm)] - Min,CONDUCTIVITY (µmhos/cm)] - Max,CONDUCTIVITY (µmhos/cm)] - Mean,B.O.D. (mg/l) [< 3 mg/l] - Min,B.O.D. (mg/l) [< 3 mg/l] - Max,B.O.D. (mg/l) [< 3 mg/l] - Mean,NITRATE- N+ NITRITE-N (mg/l)] - Min,NITRATE- N+ NITRITE-N (mg/l)] - Max,NITRATE- N+ NITRITE-N (mg/l)] - Mean,FECAL COLIFORM (MPN/100ml) [< 2500 MPN/100ml] - Min,FECAL COLIFORM (MPN/100ml) [< 2500 MPN/100ml] - Max,FECAL COLIFORM (MPN/100ml) [< 2500 MPN/100ml] - Mean,TOTAL COLIFORM (MPN/100ml) [< 5000 MPN/100ml] - Min,TOTAL COLIFORM (MPN/100ml) [< 5000 MPN/100ml] - Max,TOTAL COLIFORM (MPN/100ml) [< 5000 MPN/100ml] - Mean
2360,"GODAVARI AT BASARA, ADILABAD",ANDHRA PRADESH,28,29.5,28.68,6,6.6,6.26,7.1,8.16,7.73,223,760,516.55,1,3.8,1.82,0.2,3,1.2,5,92,36.1,80,410,264.5
2361,"GODAVARI  AT MANCHERIAL, NR RLY BDG B/C OF RALLAVAGU",ANDHRA PRADESH,26,31,28.5,0,9.8,6.74,7.97,8.9,8.31,379,685,527.88,1.9,18,6.96,0,0.75,0.22,26,300,130.5,33,1700,516.5
2362,"GODAVARI AT RAMAGUNDAM D/S, NEAR FCI INTAKE WELL, KARIMNAGAR",ANDHRA PRADESH,25,30,28.25,0,9.9,7.04,8,8.8,8.31,417,698,552,2,16,7.1,0,0.73,0.25,90,300,142.5,1600,1600,1600
2363,"GODAVARI AT GODAVARIKHANI, NR BATHING GHAT, KARIMNAGAR",ANDHRA PRADESH,25,30,28.38,0,12.2,6.74,7.7,8.8,8.16,424,787,657.5,2.9,14,7.44,0,1.92,0.69,170,900,617.5,500,1600,1150
2364,"GODAVARI AT RAMAGUNDAM U/S , KARIMNAGAR",ANDHRA PRADESH,25,30,28.38,0,9.5,6.94,7.9,8.9,8.35,377,687,526.13,1.8,26,9.74,0,0.71,0.23,140,240,165,220,500,290
2356,"GODAVARI D/S OF RAMANUGUNDAM,",ANDHRA PRADESH,24,30,28.14,0,7.5,4.57,7.55,8.3,8.14,436,717,582.71,0.1,14,6.36,0,0.9,0.43,140,300,180,500,900,600
2365,"GODAVARI AT KAMALPUR U/S M/S AP RAYONS LTD. INTAKE WELL, WARANGAL",ANDHRA PRADESH,23,33,27,0,11.6,5.57,7.3,8.7,8.06,230,544,377.55,0.5,12,5.27,0,0.2,0.09,80,300,263.33,500,900,566.67
2366,"GODAVARI AT KAMALPUR D/S AT M/S. AP RAYONS LTD. DISCHARGE POINT, WARANGAL",ANDHRA PRADESH,23,35,27.82,0,7.9,5.42,7.5,8.8,8.02,235,560,393.27,0.4,15,6.58,0,1.2,0.24,90,1600,381.67,500,1600,683.33
13,GODAVARI AT MANCHERIAL,ANDHRA PRADESH,26,30,28.63,0,9.9,6.35,7.3,8.9,8.18,377,686,547.38,1.9,26,8.8,0,0.72,0.23,40,140,90,500,500,500
2367,"GODAVARI AT BHADRACHALAM U/S BATHING GHAT, KHAMMAM",ANDHRA PRADESH,17,20,19.73,6.2,7.3,6.61,7.35,8.11,7.71,113,410,301.05,0.4,0.8,0.57,0.16,0.92,0.46,2,6,4,600,1700,1290.91
2368,"GODAVARI AT BHADRACHALAM D/S BATHING GHAT, KHAMMAM",ANDHRA PRADESH,18,20,19.82,6.1,7.1,6.64,6.96,8.02,7.57,121,493,342.64,0.5,0.8,0.63,0.14,0.96,0.48,2,6,4.18,1100,2200,1509.09
2369,"GODAVARI AT BURGAMPAHAD, KHAMMAM",ANDHRA PRADESH,19,20,19.91,4.5,6.5,5.59,6.59,7.75,7.18,410,680,561.91,0.6,3.6,2.04,0.46,1.24,0.75,2,6,4.73,1200,2700,1963.64
2370,GODAVARI AT RAJAMUNDRY U/S OF NALLA CHANNEL,ANDHRA PRADESH,22,27,25.64,5.8,6.2,5.95,6.7,7.8,7.43,238,358,291.27,1,1.2,1.05,0.57,1.95,0.96,3,3,3,7,1100,535.46
14,GODAVARI AT POLAVARAM,ANDHRA PRADESH,25,28,26.82,5.6,6.5,6.08,7.7,7.9,7.81,212,324,254,1,1.2,1.05,0.05,1,0.7,3,3,3,3,1100,506.64
1218,GODAVARI AT RAJAHMUNDRY U/S,ANDHRA PRADESH,25,29,26.68,5.8,6.2,5.95,7.4,7.9,7.69,198,296,244.55,1,1.2,1.04,0.05,1.02,0.55,3,3,3,4,1100,570.36
2371,GODAVARI AT RAJAMUNDRY D/S OF NALLA CHANNEL,ANDHRA PRADESH,21,28,25.45,5.4,6.2,5.93,6.7,7.9,7.35,252,410,313.27,1,1.2,1.15,0.57,1.29,0.99,3,4,3.18,11,2400,1423.73
1219,GODAVARI AT RAJAHMUNDRY D/S,ANDHRA PRADESH,22,27,25.27,5.8,6.2,5.98,7,7.8,7.45,260,319,284,1,1.6,1.16,0.22,1.83,0.95,3,3,3,9,1100,687.18
