STATION CODE,LOCATIONS,STATE,TEMPERATURE in degree Centigrade] - Mean,D.O. (mg/l) [> 4 mg/l] - Mean,pH [6.5-8.5] - Mean,CONDUCTIVITY (µmhos/cm)] - Mean,B.O.D. (mg/l) [< 3 mg/l] - Mean,Safe?,lat,lng,Unsafe Parameters
1087.0,SATLUJ AT D/S RAMPUR,HIMACHAL PRADESH,8.4,8.82,8.32,254.0,0.19,Safe,,,['NONE']
1013.0,SATLUJ AT U/S TATAPANI,HIMACHAL PRADESH,9.28,8.91,8.2,291.69,0.39,Safe,,,['NONE']
1014.0,SATLUJ AT U/S SLAPPER,HIMACHAL PRADESH,13.27,9.59,8.2,221.0,0.15,Safe,,,['NONE']
1015.0,SATLUJ AT D/S SLAPPER,HIMACHAL PRADESH,12.08,9.88,8.25,197.46,0.12,Safe,,,['NONE']
1510.0,"TONS RIVER, H.P",HIMACHAL PRADESH,12.13,9.11,7.33,69.89,0.34,Safe,,,['NONE']
2620.0,ASHWANI AT U/S YASHWANT NAGAR,HIMACHAL PRADESH,20.72,8.93,8.47,322.47,0.66,Safe,,,['NONE']
2626.0,BATTA AT U/S PAONTA,HIMACHAL PRADESH,20.27,7.71,7.59,294.08,1.28,Safe,,,['NONE']
2627.0,BATTA B/C TO YAMUNA,HIMACHAL PRADESH,20.81,7.52,7.47,302.08,1.26,Safe,,,['NONE']
2621.0,GIRI AT D/S YASHWANT NAGAR,HIMACHAL PRADESH,20.3,9.05,7.98,204.27,0.54,Safe,,,['NONE']
2622.0,GIRI AT U/S CCI MINES,HIMACHAL PRADESH,19.27,7.52,6.92,423.31,1.25,Safe,,,['NONE']
2623.0,GIRI D/S SATAUN,HIMACHAL PRADESH,18.42,7.46,7.47,487.62,1.31,Safe,,,['NONE']
2617.0,PABBAR AT U/S DHAMBARI,HIMACHAL PRADESH,10.44,9.59,7.27,71.0,0.22,Safe,,,['NONE']
2618.0,PABBAR AT U/S ROHRU,HIMACHAL PRADESH,12.06,9.1,7.27,67.78,0.32,Safe,,,['NONE']
2619.0,PABBAR AT D/S SWARAKUDDU,HIMACHAL PRADESH,11.81,9.13,7.48,76.52,0.33,Safe,,,['NONE']
1553.0,"YAMUNA , U/S PAONTA SAHIB",HIMACHAL PRADESH,19.81,7.88,7.33,397.31,1.31,Safe,,,['NONE']
1554.0,"YAMUNA , D/S PAONTA SAHIB",HIMACHAL PRADESH,21.04,7.71,7.55,337.62,1.22,Safe,,,['NONE']
