STATION CODE,LOCATIONS,STATE,TEMPERATURE in degree Centigrade] - Mean,D.O. (mg/l) [> 4 mg/l] - Mean,pH [6.5-8.5] - Mean,CONDUCTIVITY (µmhos/cm)] - Mean,B.O.D. (mg/l) [< 3 mg/l] - Mean,Safe?,lat,lng,Unsafe Parameters
1573.0,CHITRAPUZHA AT IRUMPANAM,KERALA,28.49,1.74,6.57,768.9,3.35,Unsafe,,,"['DO', 'BOD']"
2295.0,R CORAPUZHA AT KANAYANKODE,KERALA,26.4,6.08,7.52,14082.6,1.43,Unsafe,,,['EC']
1564.0,"R ITHIKKARA AT AYUR, KERALA",KERALA,26.38,6.64,7.17,91.84,0.77,Safe,,,['NONE']
2287.0,R ITHIKKARA AT ITHIKKARA,KERALA,24.76,6.59,7.23,1347.6,0.83,Safe,,,['NONE']
1566.0,R KADALUNDI AT THIRURANGADY,KERALA,29.3,5.95,6.65,95.4,1.16,Unsafe,,,['DO']
2293.0,R KADALUNDI AT HAJIRAPPALLY,KERALA,29.15,6.61,6.78,78.1,1.0,Safe,,,['NONE']
2337.0,KADAMBAYAR AT BRAHMAPURAM,KERALA,27.76,0.59,6.69,268.08,4.14,Unsafe,,,"['DO', 'BOD']"
2338.0,KADAMBAYAR AT MANCKAKADAVU,KERALA,27.17,1.78,6.61,82.25,2.01,Unsafe,,,"['DO', 'BOD']"
42.0,"KALLADA AT PERUMTHOTTAM KADAVU, PUNALOOR",KERALA,24.94,7.08,7.18,61.37,0.97,Safe,,,['NONE']
2294.0,R KALLAI AT KALLAI BRIDGE,KERALA,25.9,3.93,7.58,30297.9,2.48,Unsafe,,,"['EC', 'DO', 'BOD']"
3460.0,"KALPATHI PUZHA AT KALPATHI, PALAKKAD",KERALA,27.44,6.57,8.03,309.78,1.06,Safe,,,['NONE']
3458.0,KARAPUZHA DAM AT WAYANAD,KERALA,27.4,7.01,7.14,97.0,0.79,Safe,,,['NONE']
1571.0,R KARINGODE AT KAKKADAVU,KERALA,28.82,7.26,6.99,51.33,0.73,Safe,,,['NONE']
1155.0,KARAMANA AT MOONNATTUMUKKU,KERALA,28.75,0.45,7.12,1716.75,21.21,Unsafe,,,"['EC', 'DO', 'BOD']"
3471.0,"RIVER KARAMANA AT ARUVIKARA, THIRUVANANTHAPURAM",KERALA,28.64,6.96,7.36,54.57,0.9,Safe,,,['NONE']
2289.0,R KARUVANNURR AT KARUVANNUR BRIDGE,KERALA,29.2,6.1,6.79,66.6,1.09,Safe,,,['NONE']
2301.0,R KAVVAI AT KUTTIYOL PALAM,KERALA,27.4,7.03,6.67,60.5,1.34,Safe,,,['NONE']
2291.0,R KEECHERI AT VADAKKANCHERY BRIDGE,KERALA,30.05,5.23,6.89,81.0,1.45,Unsafe,,,['DO']
2326.0,R KORAYAR AT KANJIKODE,KERALA,27.4,6.13,8.0,510.1,1.07,Safe,,,['NONE']
1569.0,R KUPPAM AT THALIPARAMBA,KERALA,26.6,6.45,6.94,12150.4,1.76,Unsafe,,,['EC']
2298.0,R KUPPAM AT RAYAROM,KERALA,25.3,7.89,7.16,49.5,1.11,Safe,,,['NONE']
1567.0,R KUTTIYADE AT KUTTIYADY ESTATE,KERALA,25.3,7.46,6.93,33.9,0.85,Safe,,,['NONE']
1568.0,"R MAHE AT VALAYAM, KERALA",KERALA,25.9,6.97,7.36,72.1,1.03,Safe,,,['NONE']
2285.0,R MAMOM AT MAMOM BRIDGE,KERALA,28.63,7.34,7.31,99.0,0.9,Safe,,,['NONE']
1340.0,MANIMALA  AT KALLOOPARA,KERALA,27.3,7.53,6.92,124.8,1.58,Safe,,,['NONE']
1384.0,MANIMALA AT THONDRA,KERALA,27.35,6.77,6.85,115.6,1.65,Safe,,,['NONE']
3459.0,"MANIYANKODE PUZHA AT MANIYANKODE BRIDGE, WAYANAD",KERALA,26.61,5.81,7.32,106.67,0.92,Unsafe,,,['DO']
2307.0,R MANJESWAR AT BAJRAKKARA BR.,KERALA,28.44,7.13,7.18,85.12,0.82,Safe,,,['NONE']
1339.0,MEENACHIL AT KIDANGOOR,KERALA,26.47,6.76,7.07,58.49,0.74,Safe,,,['NONE']
2304.0,R MOGRAL AT MOGRAL BR.,KERALA,28.51,5.74,7.26,13197.2,1.45,Unsafe,,,"['EC', 'DO']"
43.0,MUVATTAPUZHA AT VETTIKKATTUMUKKU,KERALA,26.95,6.73,7.05,58.42,1.23,Safe,,,['NONE']
2302.0,R NEELASWARAM AT NAMBIARKAL DAM,KERALA,28.4,7.0,6.93,3453.3,0.9,Unsafe,,,['EC']
1570.0,R NEELESWARAM AT HOSDURG,KERALA,28.69,6.52,7.03,14369.3,1.3,Unsafe,,,['EC']
1563.0,R NEYYAR AT AMARAVILA,KERALA,28.38,6.56,7.34,70.25,1.41,Safe,,,['NONE']
2284.0,R NEYYAR AT ARUVIPURAM,KERALA,28.6,7.0,7.26,59.5,0.79,Safe,,,['NONE']
2288.0,R PALLICKAL AT NELLIMUKAL,KERALA,25.73,6.32,7.2,97.49,0.79,Safe,,,['NONE']
1156.0,PAMBA AT CHENGANNUR,KERALA,27.5,6.03,6.98,62.84,1.07,Safe,,,['NONE']
1341.0,PAMBA AT THAKAZHY,KERALA,28.0,4.37,7.07,113.0,1.53,Unsafe,,,['DO']
1565.0,PAMBA DOWN,KERALA,28.0,4.53,7.21,79.4,0.97,Unsafe,,,['DO']
17.0,PERIYAR NEAR ALWAYE-ELOOR,KERALA,28.38,5.13,6.87,1788.83,2.08,Unsafe,,,"['EC', 'DO', 'BOD']"
18.0,PERIYAR AT KALADY,KERALA,27.47,7.46,7.18,35.5,1.13,Safe,,,['NONE']
1338.0,PERIYAR AT SEWAGE DISCHARGE POINT,KERALA,27.64,6.76,6.96,59.33,1.33,Safe,,,['NONE']
2333.0,PERIYAR AT MUPPATHADAM,KERALA,28.38,6.75,6.92,114.3,1.43,Safe,,,['NONE']
2334.0,RIVER PERIYAR AT PATHALAM,KERALA,28.08,5.93,6.78,1108.42,2.23,Unsafe,,,"['DO', 'BOD']"
2335.0,R PERIYAR AT KALAMASSERY,KERALA,28.32,4.93,6.71,88.0,2.18,Unsafe,,,"['DO', 'BOD']"
2336.0,R PERIYAR AT PURAPPALLIKAVU,KERALA,28.34,6.84,6.9,1686.0,1.41,Unsafe,,,['EC']
3468.0,"PERIYAR AT KWA INTAKE- ALUVA, ERNAKULAM",KERALA,27.92,7.12,6.89,44.67,1.21,Safe,,,['NONE']
2300.0,PERUVAMBA AT CHANDAPPURA,KERALA,26.35,6.92,6.63,55.7,1.14,Safe,,,['NONE']
2303.0,R PULLUR AT PULLUR BR.,KERALA,28.31,6.46,6.28,48.91,1.0,Unsafe,,,['pH']
2290.0,R PUZHACKAL AT PUZHACKAL BRIDGE,KERALA,29.45,4.88,6.63,169.3,2.14,Unsafe,,,"['DO', 'BOD']"
2299.0,R RAMAPURAM AT RAMAPURAM BRIDGE,KERALA,27.9,4.15,6.54,19574.7,1.41,Unsafe,,,"['EC', 'DO']"
2305.0,R SHRIYA AT ANGADIMOGARU,KERALA,28.11,6.86,7.14,62.67,0.9,Safe,,,['NONE']
2296.0,THALLASSERY AT PATHIPPALAM,KERALA,26.2,6.56,6.66,69.0,0.8,Safe,,,['NONE']
2292.0,R THIRUR AT THALAKKADATHUR BRIDGE,KERALA,29.15,4.51,6.6,6380.8,2.07,Unsafe,,,"['EC', 'DO', 'BOD']"
2306.0,R UPPALA AT  UPPALA BR.,KERALA,28.9,6.23,7.24,9325.8,1.34,Unsafe,,,['EC']
3473.0,"RIVER VALAPATTANAM AT PARASSINIKADAVU, KANNUR",KERALA,26.61,6.59,7.06,15158.2,1.14,Unsafe,,,['EC']
1442.0,VAMANAPURAM,KERALA,29.06,6.28,7.25,73.88,1.21,Safe,,,['NONE']
1383.0,ORUVATHILKOTTA LAKE,KERALA,29.31,5.11,7.28,796.25,3.2,Unsafe,,,"['DO', 'BOD']"
1385.0,SASTHAMCOTTA LAKE,KERALA,26.64,7.05,6.95,65.36,0.56,Safe,,,['NONE']
1441.0,ASHTHAMUDI LAKE AT QUILON,KERALA,25.12,3.89,7.39,38810.0,9.3,Unsafe,,,"['EC', 'DO', 'BOD']"
1574.0,PARAVUR,KERALA,26.85,6.15,7.27,19713.8,1.87,Unsafe,,,['EC']
1575.0,KOCHI (OIL TANKER JETTY),KERALA,28.43,5.74,7.52,23207.2,2.15,Unsafe,,,"['EC', 'DO', 'BOD']"
1576.0,THEKKADY,KERALA,25.09,7.18,7.5,61.6,0.63,Safe,,,['NONE']
1577.0,KODUNGALLOOR,KERALA,28.45,6.14,7.31,16191.1,2.01,Unsafe,,,"['EC', 'BOD']"
1578.0,KAYAMKULAM,KERALA,27.4,6.15,7.09,24500.0,3.89,Unsafe,,,"['EC', 'BOD']"
1579.0,ALAPPUZHA,KERALA,27.5,5.51,6.76,1614.9,2.92,Unsafe,,,"['EC', 'DO', 'BOD']"
1580.0,POOKOTE,KERALA,25.52,6.69,6.91,27.6,0.66,Unsafe,,,['EC']
2312.0,LAKE VEMBANADU AT PATHIRAMANAL (ALAPPUZHA),KERALA,27.9,6.88,6.81,1327.9,1.51,Safe,,,['NONE']
2318.0,PAZHASSI RESERVOIR (KANNUR),KERALA,27.75,7.69,7.15,62.1,1.62,Safe,,,['NONE']
2325.0,POND AT (PADMANABHA) SREE PADMANABHA SWAMY TEMPLE (TVPM),KERALA,28.75,7.18,7.69,250.42,2.43,Unsafe,,,['BOD']
2328.0,RSVR AT MALAMPUZHA,KERALA,27.05,6.88,7.87,124.5,1.03,Safe,,,['NONE']
2329.0,RSVR AT BHOOTHATHANKETU,KERALA,27.36,7.74,7.27,30.5,1.1,Safe,,,['NONE']
2330.0,RSVR AT EDAMALAYAR,KERALA,28.16,7.86,7.32,29.4,1.05,Unsafe,,,['EC']
3462.0,MANANCHIRA POND AT KOZHEKODE,KERALA,25.89,6.77,7.36,83.89,0.73,Safe,,,['NONE']
3470.0,"VELLAYANI LAKE AT VANDITHADOM, THIRUVANANTHAPURAM",KERALA,29.0,5.77,7.33,198.0,2.77,Unsafe,,,"['DO', 'BOD']"
1207.0,KABBANI AT MUTHANKARA,KERALA,26.18,6.84,7.17,69.0,0.55,Safe,,,['NONE']
1208.0,BHAVANI AT ELACHIVAZHY,KERALA,24.95,7.08,7.76,121.7,0.56,Safe,,,['NONE']
